EVT-00001 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00158 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00159 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00160 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00161 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00162 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00163 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00164 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00165 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00166 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00167 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00168 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00169 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00170 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00171 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00172 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00173 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00174 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00175 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00176 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00177 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00178 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00179 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00180 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00181 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00182 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00183 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00184 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00185 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00186 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00187 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00188 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00189 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00190 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00191 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00192 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00193 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00194 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00195 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00196 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00197 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00198 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00199 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00200 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00201 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00202 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00203 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00204 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00205 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00206 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00207 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00208 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00209 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00210 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00211 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00212 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00213 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00214 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00215 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00216 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00217 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00218 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00219 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00220 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00221 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00222 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00223 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00224 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00225 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00226 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00227 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00228 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00229 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00230 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00231 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00232 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00233 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00234 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00235 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00236 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00237 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00238 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00239 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00240 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00241 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00242 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00243 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00244 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00245 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00246 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00247 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00248 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00249 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00250 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00251 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00252 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00253 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00254 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00255 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00256 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00257 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00258 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00259 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00260 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00261 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00262 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00263 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00264 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00265 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00266 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00267 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00268 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00269 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00270 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00271 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00272 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00273 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00274 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00275 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00276 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00277 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00278 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00279 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00280 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00281 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00282 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00283 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00284 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00285 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00286 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00287 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00288 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00289 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00290 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00291 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00292 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00293 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00294 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00295 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00296 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00297 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00298 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00299 | Action: FileOpen | File: document.docx | Entropy: 4.2 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00300 | Action: FileBulkRename_Encrypted | File: archive.zip.locked | Entropy: 7.9 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00301 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00302 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
EVT-00303 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00304 | Action: MassFileOverwrite | File: database.db.crypt | Entropy: 8.0 | Incident_State: CRITICAL_RANSOMWARE_ENCRYPTION_ATTACK | CVSS_Threat: 10.0
EVT-00305 | Action: FileModify | File: budget.xlsx | Entropy: 4.8 | Incident_State: AUTHENTICATED_USER_I/O_ACTIVITY | CVSS_Threat: 0.0
